Pathway.Name	SMP.ID	Pathway.Class	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Suprofen Action Pathway	SMP0000101	Drug Action	HMDB0015008;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0000221;HMDB0004244;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0001377;HMDB0000148;HMDB0004238;HMDB0003080;HMDB0002111;HMDB0000217	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Leukotriene C4 Synthesis Deficiency	SMP0000353	Disease	HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0003178;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	66	11	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Bromfenac Action Pathway	SMP0000102	Drug Action	HMDB0015098;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Etodolac Action Pathway	SMP0000084	Drug Action	HMDB0014887;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Indomethacin Action Pathway	SMP0000104	Drug Action	HMDB0014473;HMDB0003178;HMDB0000464;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Mefenamic Acid Action Pathway	SMP0000109	Drug Action	HMDB0014922;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0005079;HMDB0004238;HMDB0000221;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0000148;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Acetylsalicylic Acid Action Pathway	SMP0000083	Drug Action	HMDB0001879;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0002111;HMDB0005079;HMDB0001509;HMDB0000217;HMDB0004238;HMDB0000221;HMDB0005998;HMDB0000148;HMDB0003080;HMDB0004244;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Oxaprozin Action Pathway	SMP0000113	Drug Action	HMDB0015126;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0005079;HMDB0004238;HMDB0000221;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0000148;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Flurbiprofen Action Pathway	SMP0000697	Drug Action	HMDB0014850;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Arachidonic Acid Metabolism	SMP0000075	Metabolic	HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0003178;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	66	11	HMDB0000148;HMDB0000217;HMDB0004238;HMDB0005079;HMDB0003080;HMDB0001377;HMDB0004244;HMDB0000221;HMDB0001509;HMDB0005998;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Naproxen Action Pathway	SMP0000120	Drug Action	HMDB0001923;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669	0.6905687850953669
Beta Oxidation of Very Long Chain Fatty Acids	SMP0000052	Metabolic	HMDB0002356;HMDB0000538;HMDB0001423;HMDB0006459;HMDB0001341;HMDB0000547;HMDB0002003;HMDB0006526;HMDB0001521;HMDB0001206;HMDB0003571;HMDB0000638;HMDB0000062;HMDB0000201	14	4	HMDB0000538;HMDB0000201;HMDB0001341;HMDB0002356	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829	0.6932541292200829
Carnitine-Acylcarnitine Translocase Deficiency	SMP0000517	Disease	HMDB0002356;HMDB0000538;HMDB0001423;HMDB0006459;HMDB0001341;HMDB0000547;HMDB0002003;HMDB0006526;HMDB0001521;HMDB0001206;HMDB0003571;HMDB0000638;HMDB0000062;HMDB0000201	14	4	HMDB0002356;HMDB0000538;HMDB0000201;HMDB0001341	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829	0.6932541292200829
Adrenoleukodystrophy, X-Linked	SMP0000516	Disease	HMDB0002356;HMDB0000538;HMDB0001423;HMDB0006459;HMDB0001341;HMDB0000547;HMDB0002003;HMDB0006526;HMDB0001521;HMDB0001206;HMDB0003571;HMDB0000638;HMDB0000062;HMDB0000201	14	4	HMDB0001341;HMDB0000201;HMDB0002356;HMDB0000538	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829	0.6932541292200829
Trehalose Degradation	SMP0000467	Metabolic	HMDB0000975;HMDB0002111;HMDB0000122;HMDB0003345;HMDB0000588;HMDB0000538;HMDB0003498;HMDB0001341;HMDB0000586;HMDB0001429	10	7	HMDB0000122;HMDB0001341;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0001429	0.3714542090232431	0.6151079136690647	0.8703792859521533	0.7225298151616164	0.7225298151616164
Chloramphenicol Action Pathway	SMP0000729	Drug Action	HMDB0014589;HMDB0000538;HMDB0000045;HMDB0000250;HMDB0001273;HMDB0000082;HMDB0000285;HMDB0001397;HMDB0000095;HMDB0000288;HMDB0000161;HMDB0000162;HMDB0000883;HMDB0000168;HMDB0000167;HMDB0000687;HMDB0003406;HMDB0000696;HMDB0000177;HMDB0000172	20	6	HMDB0000167;HMDB0000250;HMDB0014589;HMDB0000538;HMDB0000162;HMDB0000045	0.3677197082071669	0.6957328385899815	0.8160423297602205	0.7346921372721894	0.7346921372721894
Cyclophosphamide Action Pathway	SMP0000447	Drug Action	HMDB0014672;HMDB0013856;HMDB0060433;HMDB0041822;HMDB0060689;HMDB0000492;HMDB0060449;HMDB0060688;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0000902;HMDB0031647;HMDB0001487;HMDB0000125;HMDB0060387;HMDB0013860;HMDB0013858;HMDB0003125;HMDB0060686	23	9	HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0000902;HMDB0014672;HMDB0001377;HMDB0003125;HMDB0059597	0.34759010180710453	0.6404494382022472	0.8594711918918789	0.7373218690009812	0.7373218690009812
Cyclophosphamide Metabolism Pathway	SMP0000604	Drug Metabolism	HMDB0014672;HMDB0013856;HMDB0060433;HMDB0041822;HMDB0060689;HMDB0000492;HMDB0060449;HMDB0060688;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0000902;HMDB0031647;HMDB0001487;HMDB0000125;HMDB0060387;HMDB0013860;HMDB0013858;HMDB0003125;HMDB0060686	23	9	HMDB0000221;HMDB0003125;HMDB0001487;HMDB0059597;HMDB0014672;HMDB0000902;HMDB0001377;HMDB0002111;HMDB0000217	0.34759010180710453	0.6404494382022472	0.8594711918918789	0.7373218690009812	0.7373218690009812
Degradation of Superoxides	SMP0000468	Metabolic	HMDB0002168;HMDB0059597;HMDB0001377;HMDB0003125;HMDB0000657;HMDB0015532;HMDB0001333;HMDB0002111;HMDB0003178;HMDB0000217	10	6	HMDB0003125;HMDB0001377;HMDB0001333;HMDB0000217;HMDB0002111;HMDB0059597	0.38577572375624414	0.6363636363636364	0.856112178250785	0.7397930909583895	0.7397930909583895
5-Oxoprolinuria	SMP0000143	Disease	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0001248;HMDB0001341;HMDB0002111;HMDB0003125;HMDB0000574;HMDB0000221;HMDB0000148;HMDB0000217;HMDB0000123;HMDB0000538;HMDB0001429	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
gamma-Glutamyltranspeptidase Deficiency	SMP0000501	Disease	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0003125;HMDB0000221;HMDB0000574;HMDB0000123;HMDB0001429;HMDB0000538;HMDB0000148;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
Glutathione Metabolism	SMP0000015	Metabolic	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0000574;HMDB0000217;HMDB0001248;HMDB0000221;HMDB0001341;HMDB0000538;HMDB0000148;HMDB0000123;HMDB0003125;HMDB0001429;HMDB0002111	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
5-Oxoprolinase Deficiency	SMP0000500	Disease	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0002111;HMDB0000148;HMDB0000123;HMDB0001341;HMDB0001248;HMDB0000538;HMDB0000221;HMDB0001429;HMDB0003125;HMDB0000217;HMDB0000574	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
gamma-Glutamyltransferase Deficiency	SMP0000183	Disease	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0002111;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000221;HMDB0000148;HMDB0001429;HMDB0000123;HMDB0000574;HMDB0003125	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
Glutathione Synthetase Deficiency	SMP0000337	Disease	HMDB0000125;HMDB0000267;HMDB0000148;HMDB0000574;HMDB0001049;HMDB0000538;HMDB0000123;HMDB0001341;HMDB0001429;HMDB0003125;HMDB0003337;HMDB0002111;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0031524;HMDB0015532;HMDB0006248;HMDB0000078	19	11	HMDB0000538;HMDB0000221;HMDB0000574;HMDB0002111;HMDB0001248;HMDB0001429;HMDB0000123;HMDB0001341;HMDB0000148;HMDB0000217;HMDB0003125	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248	0.7444444812914248
Diflunisal Action Pathway	SMP0000289	Drug Action	HMDB0014999;HMDB0003178;HMDB0001509;HMDB0006059;HMDB0001085;HMDB0000221;HMDB0001377;HMDB0000217;HMDB0002111;HMDB0001337;HMDB0015532;HMDB0004234;HMDB0000125;HMDB0001198;HMDB0003080;HMDB0000148;HMDB0004244;HMDB0003876;HMDB0003337;HMDB0004238;HMDB0005079;HMDB0002886;HMDB0004241;HMDB0011134;HMDB0010217;HMDB0002710;HMDB0001335;HMDB0001403;HMDB0001381;HMDB0011137;HMDB0001452;HMDB0001220;HMDB0001139;HMDB0002752;HMDB0060095;HMDB0003252;HMDB0004236;HMDB0004242;HMDB0001043;HMDB0015531;HMDB0004693;HMDB0004694;HMDB0005050;HMDB0004684;HMDB0004680;HMDB0004264;HMDB0002265;HMDB0000547;HMDB0004673;HMDB0002314;HMDB0011135;HMDB0000464;HMDB0003235;HMDB0002232;HMDB0002311;HMDB0002190;HMDB0002343;HMDB0004699;HMDB0011136;HMDB0004692;HMDB0004679;HMDB0004659;HMDB0005998;HMDB0004243;HMDB0013633;HMDB0007883;HMDB0010379	67	12	HMDB0003080;HMDB0000148;HMDB0004238;HMDB0002111;HMDB0005079;HMDB0001377;HMDB0001509;HMDB0005998;HMDB0004244;HMDB0000217;HMDB0000221;HMDB0014999	0.29369240235124106	0.7155797101449275	0.8072790352108009	0.7462964306908088	0.7462964306908088
DOPA-Responsive Dystonia	SMP0000486	Disease	HMDB0006822;HMDB0002111;HMDB0006821;HMDB0000142;HMDB0015532;HMDB0001273;HMDB0006823;HMDB0000980;HMDB0001195;HMDB0003379;HMDB0000217;HMDB0000221;HMDB0013642;HMDB0002065;HMDB0000238;HMDB0002275;HMDB0000027;HMDB0000845;HMDB0000038;HMDB0000902;HMDB0001487	21	5	HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367	0.7491292543244367
Sepiapterin Reductase Deficiency	SMP0000491	Disease	HMDB0006822;HMDB0002111;HMDB0006821;HMDB0000142;HMDB0015532;HMDB0001273;HMDB0006823;HMDB0000980;HMDB0001195;HMDB0003379;HMDB0000217;HMDB0000221;HMDB0013642;HMDB0002065;HMDB0000238;HMDB0002275;HMDB0000027;HMDB0000845;HMDB0000038;HMDB0000902;HMDB0001487	21	5	HMDB0000217;HMDB0000221;HMDB0001487;HMDB0000902;HMDB0002111	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367	0.7491292543244367
Hyperphenylalaninemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency	SMP0000487	Disease	HMDB0006822;HMDB0002111;HMDB0006821;HMDB0000142;HMDB0015532;HMDB0001273;HMDB0006823;HMDB0000980;HMDB0001195;HMDB0003379;HMDB0000217;HMDB0000221;HMDB0013642;HMDB0002065;HMDB0000238;HMDB0002275;HMDB0000027;HMDB0000845;HMDB0000038;HMDB0000902;HMDB0001487	21	5	HMDB0000221;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367	0.7491292543244367
Pterine Biosynthesis	SMP0000005	Metabolic	HMDB0006822;HMDB0002111;HMDB0006821;HMDB0000142;HMDB0015532;HMDB0001273;HMDB0006823;HMDB0000980;HMDB0001195;HMDB0003379;HMDB0000217;HMDB0000221;HMDB0013642;HMDB0002065;HMDB0000238;HMDB0002275;HMDB0000027;HMDB0000845;HMDB0000038;HMDB0000902;HMDB0001487	21	5	HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367	0.7491292543244367
Segawa Syndrome	SMP0000490	Disease	HMDB0006822;HMDB0002111;HMDB0006821;HMDB0000142;HMDB0015532;HMDB0001273;HMDB0006823;HMDB0000980;HMDB0001195;HMDB0003379;HMDB0000217;HMDB0000221;HMDB0013642;HMDB0002065;HMDB0000238;HMDB0002275;HMDB0000027;HMDB0000845;HMDB0000038;HMDB0000902;HMDB0001487	21	5	HMDB0000221;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0000217	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367	0.7491292543244367
