Term	TermClass	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Aciduria	Disease	HUBMet000001;HUBMet000210;HUBMet000562;HUBMet000965;HUBMet001132;HUBMet001268;HUBMet001273;HUBMet001342;HUBMet001612;HUBMet001627;HUBMet001776;HUBMet002243;HUBMet002609;HUBMet002840;HUBMet002891	15	3	HUBMet001132;HUBMet001268;HUBMet001776	-0.4865567297204382	0.6754716981132075	-0.8422765803656904	1.3750777079894532	1.0
General disorders and administration site conditions	Disease	HUBMet000018;HUBMet000050;HUBMet000281;HUBMet000427;HUBMet000514;HUBMet000705;HUBMet000872;HUBMet001049;HUBMet001110;HUBMet001161;HUBMet001178;HUBMet001290;HUBMet001298;HUBMet001445;HUBMet001613;HUBMet001847;HUBMet001850;HUBMet002176;HUBMet002286;HUBMet002288;HUBMet002582;HUBMet002827;HUBMet002828;HUBMet002833;HUBMet003351;HUBMet003360;HUBMet003542;HUBMet003619;HUBMet003635;HUBMet003651;HUBMet003676;HUBMet003770;HUBMet003790;HUBMet003840;HUBMet003841;HUBMet003843;HUBMet003859	37	7	HUBMet001161;HUBMet001850;HUBMet003840;HUBMet000281;HUBMet000705;HUBMet003790;HUBMet000427	-0.3408992949525279	0.7369519832985386	-0.7685056499799267	1.3761610851580628	1.0
Atherosclerosis	Disease	HUBMet000281;HUBMet000290;HUBMet001662;HUBMet002443;HUBMet002444;HUBMet002445;HUBMet002446;HUBMet002447;HUBMet002448;HUBMet002449;HUBMet002451;HUBMet002452;HUBMet002453;HUBMet002454;HUBMet002455;HUBMet002456;HUBMet002457;HUBMet002458;HUBMet002459;HUBMet002460;HUBMet002461;HUBMet002462;HUBMet002463;HUBMet002464;HUBMet002465;HUBMet002466;HUBMet002467;HUBMet002468;HUBMet002469;HUBMet002470;HUBMet002471;HUBMet002472;HUBMet002473;HUBMet002474;HUBMet002475;HUBMet002476;HUBMet002477;HUBMet002478;HUBMet002479;HUBMet002480;HUBMet002481;HUBMet002482;HUBMet002483;HUBMet002484;HUBMet002485;HUBMet002486;HUBMet002487;HUBMet002488;HUBMet002489;HUBMet002490;HUBMet002491;HUBMet002492;HUBMet002493;HUBMet002494;HUBMet002495;HUBMet002496;HUBMet002497;HUBMet002498;HUBMet002499;HUBMet002500;HUBMet002511;HUBMet002512;HUBMet002513;HUBMet002514;HUBMet002515;HUBMet002516;HUBMet002517;HUBMet002518;HUBMet002519;HUBMet002520;HUBMet002521;HUBMet002522;HUBMet002523;HUBMet002524;HUBMet002525;HUBMet002526;HUBMet002527;HUBMet002528;HUBMet002529;HUBMet002530;HUBMet002531;HUBMet002533;HUBMet002534;HUBMet002535;HUBMet002536;HUBMet002537;HUBMet002538;HUBMet002539;HUBMet002540;HUBMet002541;HUBMet002542;HUBMet002543;HUBMet002544;HUBMet002545;HUBMet002546;HUBMet002547;HUBMet002548;HUBMet002549;HUBMet002550;HUBMet002551;HUBMet002552;HUBMet002553;HUBMet002554;HUBMet002802;HUBMet002804;HUBMet002805;HUBMet002806;HUBMet002807;HUBMet002808;HUBMet002809;HUBMet002810;HUBMet002811;HUBMet002812;HUBMet002813;HUBMet002814;HUBMet002815;HUBMet002958;HUBMet002983;HUBMet002984;HUBMet002985;HUBMet002986;HUBMet002987;HUBMet002988;HUBMet002989;HUBMet002990;HUBMet002991;HUBMet002992	127	21	HUBMet002538;HUBMet002461;HUBMet002554;HUBMet002520;HUBMet002547;HUBMet002544;HUBMet002513;HUBMet002539;HUBMet002543;HUBMet002457;HUBMet002521;HUBMet002494;HUBMet002470;HUBMet002492;HUBMet002526;HUBMet002514;HUBMet000281;HUBMet002548;HUBMet002485;HUBMet002491;HUBMet001662	-0.28735156208440443	0.6070686070686071	-0.9098226744643001	1.382445497223949	1.0
Glycogenosis	Disease	HUBMet000033;HUBMet000039;HUBMet000122;HUBMet001025;HUBMet001283;HUBMet001365;HUBMet001445;HUBMet001624;HUBMet001645;HUBMet001683;HUBMet001765;HUBMet001818;HUBMet001848;HUBMet002186;HUBMet002278;HUBMet002595;HUBMet002596;HUBMet002633;HUBMet002658;HUBMet002660;HUBMet002934;HUBMet002935;HUBMet003488	23	2	HUBMet001765;HUBMet000033	0.5499001996007934	0.7344398340248963	0.8357821773271201	1.3869189668644801	1.0
Hypotension	Disease	HUBMet000705;HUBMet000868;HUBMet000872;HUBMet000947;HUBMet000948;HUBMet001064;HUBMet001161;HUBMet001773;HUBMet001850;HUBMet002175;HUBMet002176;HUBMet002510;HUBMet002578;HUBMet002833;HUBMet003542;HUBMet003635;HUBMet003636;HUBMet003651;HUBMet003657;HUBMet003676;HUBMet003728;HUBMet003770;HUBMet003790;HUBMet003818;HUBMet003840;HUBMet003843	26	9	HUBMet003657;HUBMet001064;HUBMet001850;HUBMet003840;HUBMet000705;HUBMet003790;HUBMet001773;HUBMet000948;HUBMet001161	0.3706099195661704	0.5594541910331384	0.9141240370645709	1.4072268801081287	1.0
Coma	Disease	HUBMet000032;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000427;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000705;HUBMet000852;HUBMet000854;HUBMet000868;HUBMet000872;HUBMet000885;HUBMet000893;HUBMet000921;HUBMet000962;HUBMet000965;HUBMet001049;HUBMet001095;HUBMet001161;HUBMet001170;HUBMet001179;HUBMet001290;HUBMet001294;HUBMet001298;HUBMet001445;HUBMet001495;HUBMet001662;HUBMet001681;HUBMet001693;HUBMet001712;HUBMet001720;HUBMet001813;HUBMet001817;HUBMet001843;HUBMet001847;HUBMet001850;HUBMet002175;HUBMet002578;HUBMet002592;HUBMet002833;HUBMet003485;HUBMet003517;HUBMet003521;HUBMet003589;HUBMet003590;HUBMet003651;HUBMet003657;HUBMet003699;HUBMet003728;HUBMet003770;HUBMet003779;HUBMet003790;HUBMet003797;HUBMet003799;HUBMet003806;HUBMet003817;HUBMet003818;HUBMet003840;HUBMet003841;HUBMet003843;HUBMet003858	71	15	HUBMet001662;HUBMet000281;HUBMet003840;HUBMet003657;HUBMet000427;HUBMet003699;HUBMet003790;HUBMet000096;HUBMet001161;HUBMet000644;HUBMet000032;HUBMet001095;HUBMet001179;HUBMet000705;HUBMet001850	-0.3196693466423422	0.5881104033970276	-0.9205702484979731	1.4206408215440958	1.0
Thyroid cancer	Disease	HUBMet000081;HUBMet000084;HUBMet000265;HUBMet000455;HUBMet000554;HUBMet001349;HUBMet001501;HUBMet001605;HUBMet001724;HUBMet001812;HUBMet002976;HUBMet003348;HUBMet003832	13	1	HUBMet000554	-0.7028913260219292	0.6155378486055777	-0.9301622678602404	1.4762826879699695	1.0
Meningitis	Disease	HUBMet000003;HUBMet000024;HUBMet000045;HUBMet000376;HUBMet000965;HUBMet001033;HUBMet001265;HUBMet001319;HUBMet001440;HUBMet001612;HUBMet002278;HUBMet002881;HUBMet002888;HUBMet003392	14	2	HUBMet000376;HUBMet002881	-0.8422031466752415	0.12162162162162163	-1.2729244872891954	1.4836673883684537	1.0
Seizure	Disease	HUBMet000032;HUBMet000062;HUBMet000068;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000328;HUBMet000425;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000852;HUBMet000854;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001095;HUBMet001162;HUBMet001170;HUBMet001290;HUBMet001294;HUBMet001298;HUBMet001495;HUBMet001604;HUBMet001662;HUBMet001681;HUBMet001692;HUBMet001693;HUBMet001702;HUBMet001712;HUBMet001813;HUBMet001817;HUBMet002243;HUBMet003055;HUBMet003485;HUBMet003517;HUBMet003589;HUBMet003715;HUBMet003774;HUBMet003799;HUBMet003840;HUBMet003841	49	10	HUBMet001095;HUBMet001692;HUBMet001662;HUBMet001702;HUBMet000032;HUBMet000281;HUBMet001604;HUBMet000644;HUBMet000096;HUBMet003840	0.4076894789584593	0.40535372848948376	1.0352460759862532	1.4970991712348811	1.0
Supragingival Plaque	Disease	HUBMet000024;HUBMet000039;HUBMet000063;HUBMet000075;HUBMet000096;HUBMet000106;HUBMet000138;HUBMet000240;HUBMet000603;HUBMet001190;HUBMet001260;HUBMet001304;HUBMet001666;HUBMet001684;HUBMet001815	15	8	HUBMet001666;HUBMet001684;HUBMet000063;HUBMet001815;HUBMet000138;HUBMet001304;HUBMet000096;HUBMet001260	0.5495458813104559	0.1717557251908397	1.3246961556580994	1.5187852421279382	1.0
Blood and lymphatic system disorders	Disease	HUBMet000097;HUBMet001095;HUBMet001179;HUBMet001503;HUBMet001662;HUBMet001701;HUBMet001773;HUBMet002279;HUBMet002506;HUBMet003165;HUBMet003657;HUBMet003685;HUBMet003699;HUBMet003774;HUBMet003809	15	11	HUBMet001662;HUBMet003685;HUBMet003657;HUBMet003699;HUBMet000097;HUBMet001179;HUBMet003165;HUBMet001701;HUBMet001773;HUBMet001095;HUBMet002279	-0.5390169481019818	0.08137044967880086	-1.4143472639670644	1.5289288087633175	1.0
Anemia	Disease	HUBMet000097;HUBMet001095;HUBMet001179;HUBMet001662;HUBMet001701;HUBMet001773;HUBMet002279;HUBMet003165;HUBMet003657;HUBMet003685;HUBMet003699;HUBMet003774;HUBMet003809	13	11	HUBMet000097;HUBMet003657;HUBMet001095;HUBMet001773;HUBMet001662;HUBMet003165;HUBMet001701;HUBMet003685;HUBMet003699;HUBMet002279;HUBMet001179	-0.5390169481019818	0.08137044967880086	-1.4143472639670644	1.5289288087633175	1.0
Metabolism and nutrition disorders	Disease	HUBMet000018;HUBMet000033;HUBMet000039;HUBMet000043;HUBMet000102;HUBMet000210;HUBMet000222;HUBMet000258;HUBMet000290;HUBMet000337;HUBMet000407;HUBMet000427;HUBMet000446;HUBMet000514;HUBMet000562;HUBMet000705;HUBMet000722;HUBMet000732;HUBMet000837;HUBMet000844;HUBMet000872;HUBMet000965;HUBMet001006;HUBMet001040;HUBMet001078;HUBMet001161;HUBMet001162;HUBMet001232;HUBMet001265;HUBMet001268;HUBMet001319;HUBMet001342;HUBMet001444;HUBMet001445;HUBMet001460;HUBMet001612;HUBMet001627;HUBMet001637;HUBMet001710;HUBMet001721;HUBMet001841;HUBMet001843;HUBMet001847;HUBMet001850;HUBMet002243;HUBMet002278;HUBMet002438;HUBMet002443;HUBMet002444;HUBMet002445;HUBMet002446;HUBMet002447;HUBMet002448;HUBMet002449;HUBMet002451;HUBMet002452;HUBMet002453;HUBMet002454;HUBMet002455;HUBMet002456;HUBMet002457;HUBMet002458;HUBMet002459;HUBMet002460;HUBMet002461;HUBMet002462;HUBMet002463;HUBMet002464;HUBMet002465;HUBMet002466;HUBMet002467;HUBMet002468;HUBMet002469;HUBMet002470;HUBMet002471;HUBMet002472;HUBMet002473;HUBMet002474;HUBMet002475;HUBMet002476;HUBMet002477;HUBMet002478;HUBMet002479;HUBMet002480;HUBMet002481;HUBMet002482;HUBMet002483;HUBMet002484;HUBMet002485;HUBMet002486;HUBMet002487;HUBMet002488;HUBMet002489;HUBMet002490;HUBMet002491;HUBMet002492;HUBMet002493;HUBMet002494;HUBMet002495;HUBMet002496;HUBMet002497;HUBMet002498;HUBMet002499;HUBMet002500;HUBMet002511;HUBMet002512;HUBMet002513;HUBMet002514;HUBMet002515;HUBMet002516;HUBMet002517;HUBMet002518;HUBMet002519;HUBMet002520;HUBMet002521;HUBMet002522;HUBMet002523;HUBMet002524;HUBMet002525;HUBMet002526;HUBMet002527;HUBMet002528;HUBMet002529;HUBMet002530;HUBMet002531;HUBMet002533;HUBMet002534;HUBMet002535;HUBMet002536;HUBMet002537;HUBMet002538;HUBMet002539;HUBMet002540;HUBMet002541;HUBMet002542;HUBMet002543;HUBMet002544;HUBMet002545;HUBMet002546;HUBMet002547;HUBMet002548;HUBMet002549;HUBMet002550;HUBMet002551;HUBMet002552;HUBMet002553;HUBMet002554;HUBMet002560;HUBMet002609;HUBMet002619;HUBMet002802;HUBMet002804;HUBMet002805;HUBMet002806;HUBMet002807;HUBMet002808;HUBMet002809;HUBMet002810;HUBMet002811;HUBMet002812;HUBMet002813;HUBMet002814;HUBMet002815;HUBMet002833;HUBMet002840;HUBMet002891;HUBMet002958;HUBMet002983;HUBMet002984;HUBMet002985;HUBMet002986;HUBMet002987;HUBMet002988;HUBMet002989;HUBMet002990;HUBMet002991;HUBMet002992;HUBMet003055;HUBMet003360;HUBMet003651;HUBMet003766;HUBMet003770;HUBMet003790;HUBMet003840;HUBMet003843	185	32	HUBMet002461;HUBMet001841;HUBMet002521;HUBMet002538;HUBMet002544;HUBMet002554;HUBMet002514;HUBMet002548;HUBMet001161;HUBMet002494;HUBMet000407;HUBMet002526;HUBMet002539;HUBMet001850;HUBMet003840;HUBMet000033;HUBMet001268;HUBMet002513;HUBMet002470;HUBMet001637;HUBMet000705;HUBMet002485;HUBMet002547;HUBMet002543;HUBMet000427;HUBMet001710;HUBMet002457;HUBMet002491;HUBMet001078;HUBMet002520;HUBMet002492;HUBMet003790	-0.26553138415496486	0.5641547861507128	-0.9359858195102412	1.5395727542233426	1.0
Congenital disorder of glycosylation CDG-IId	Disease	HUBMet000039;HUBMet001025;HUBMet001096;HUBMet001445;HUBMet002277;HUBMet002574;HUBMet002575;HUBMet002596;HUBMet002598;HUBMet002599;HUBMet002633;HUBMet002919;HUBMet003482	13	2	HUBMet002598;HUBMet002575	0.6896207584830332	0.44398340248962653	1.0481406252868324	1.5532317569444558	1.0
Infections and infestations	Disease	HUBMet000003;HUBMet000024;HUBMet000045;HUBMet000089;HUBMet000376;HUBMet000427;HUBMet000674;HUBMet000965;HUBMet001033;HUBMet001265;HUBMet001319;HUBMet001358;HUBMet001440;HUBMet001612;HUBMet002278;HUBMet002662;HUBMet002881;HUBMet002888;HUBMet002890;HUBMet003392;HUBMet003498	21	7	HUBMet000376;HUBMet000427;HUBMet002881;HUBMet001358;HUBMet002890;HUBMet002662;HUBMet000674	-0.4249247191557013	0.5198329853862212	-0.9579281985102517	1.5625790477823747	1.0
Asthma	Disease	HUBMet000037;HUBMet000041;HUBMet000050;HUBMet000068;HUBMet000069;HUBMet000071;HUBMet000112;HUBMet000120;HUBMet000621;HUBMet000691;HUBMet000705;HUBMet001225;HUBMet001226;HUBMet001227;HUBMet001290;HUBMet001360;HUBMet003260;HUBMet003351;HUBMet003535;HUBMet003596	20	1	HUBMet000705	0.8135593220338986	0.3453815261044177	1.0988502266016231	1.5718896212233207	1.0
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	Disease	HUBMet000013;HUBMet000039;HUBMet000204;HUBMet000215;HUBMet000222;HUBMet000365;HUBMet000381;HUBMet000407;HUBMet000497;HUBMet000837;HUBMet000871;HUBMet001025;HUBMet001132;HUBMet001182;HUBMet001335;HUBMet001696;HUBMet002277;HUBMet002560;HUBMet002574;HUBMet002575;HUBMet002633;HUBMet002910;HUBMet002937;HUBMet002942;HUBMet003482;HUBMet003492;HUBMet003494;HUBMet003496;HUBMet003510	29	6	HUBMet001132;HUBMet000407;HUBMet000497;HUBMet001335;HUBMet002575;HUBMet001182	-0.45301658781250553	0.5262054507337526	-0.9741605721497724	1.6008145940963363	1.0
Cystinosis, ocular nonnephropathic	Disease	HUBMet000039;HUBMet000122;HUBMet001025;HUBMet001336;HUBMet001693;HUBMet001695;HUBMet001818;HUBMet002277;HUBMet002278;HUBMet002633;HUBMet002887	11	1	HUBMet001336	0.7856430707876376	0.4036144578313253	1.0611445815711755	1.6173681654030538	1.0
The Oncogenic Action of Fumarate and Succinate	Disease	HUBMet000039;HUBMet000106;HUBMet000122;HUBMet000328;HUBMet000737;HUBMet000858;HUBMet000871;HUBMet001025;HUBMet001033;HUBMet001171;HUBMet001296;HUBMet001365;HUBMet001435;HUBMet001645;HUBMet001704;HUBMet001765;HUBMet001818;HUBMet001848;HUBMet002278;HUBMet002633;HUBMet002937;HUBMet002938;HUBMet002944;HUBMet002945;HUBMet002947;HUBMet002993;HUBMet003055;HUBMet003488	28	4	HUBMet001171;HUBMet001296;HUBMet001704;HUBMet001765	0.6719999999999997	0.22505307855626328	1.2436251874580015	1.625646765643809	1.0
Hypothyroidism	Disease	HUBMet000156;HUBMet000268;HUBMet000425;HUBMet001286;HUBMet001664;HUBMet001702;HUBMet001708;HUBMet001709;HUBMet002662;HUBMet002890;HUBMet003517;HUBMet003523	12	5	HUBMet002890;HUBMet001708;HUBMet002662;HUBMet001702;HUBMet001709	0.5560077479567196	0.3683168316831683	1.116035410125107	1.6318641633756414	1.0
Endocrine disorders	Disease	HUBMet000156;HUBMet000268;HUBMet000425;HUBMet001286;HUBMet001664;HUBMet001702;HUBMet001708;HUBMet001709;HUBMet002662;HUBMet002890;HUBMet003517;HUBMet003523	12	5	HUBMet001708;HUBMet001702;HUBMet002890;HUBMet002662;HUBMet001709	0.5560077479567196	0.3683168316831683	1.116035410125107	1.6318641633756414	1.0
Tachycardia	Disease	HUBMet000755;HUBMet000868;HUBMet000947;HUBMet001637;HUBMet001692;HUBMet001782;HUBMet001843;HUBMet002175;HUBMet002578;HUBMet002828;HUBMet003646;HUBMet003728;HUBMet003851	13	3	HUBMet001692;HUBMet001637;HUBMet003851	-0.5713919978683774	0.5188679245283019	-0.9891346036656835	1.6549367158383428	1.0
Hepatobiliary disorders	Disease	HUBMet000033;HUBMet000067;HUBMet000082;HUBMet000086;HUBMet000135;HUBMet000379;HUBMet000427;HUBMet001078;HUBMet001201;HUBMet001612;HUBMet001637;HUBMet001727;HUBMet002279;HUBMet002502;HUBMet003351;HUBMet003723;HUBMet003739;HUBMet003809;HUBMet003859	19	7	HUBMet002279;HUBMet001078;HUBMet000033;HUBMet000427;HUBMet001637;HUBMet000086;HUBMet002502	-0.5703785465939853	0.1837160751565762	-1.285831746134464	1.7394585092928037	1.0
Stroke	Disease	HUBMet000018;HUBMet001025;HUBMet001055;HUBMet001264;HUBMet001445;HUBMet001461;HUBMet001501;HUBMet001645;HUBMet001662;HUBMet001693;HUBMet002243;HUBMet002633;HUBMet003055;HUBMet003488;HUBMet003851	15	2	HUBMet003851;HUBMet001662	-0.6556886227545013	0.5791505791505791	-0.9910223052906441	1.777536660856775	1.0
Pain	Disease	HUBMet000018;HUBMet000281;HUBMet000427;HUBMet000514;HUBMet001049;HUBMet001110;HUBMet001178;HUBMet001445;HUBMet001613;HUBMet001847;HUBMet001850;HUBMet002176;HUBMet002288;HUBMet002582;HUBMet002827;HUBMet002828;HUBMet003351;HUBMet003360;HUBMet003542;HUBMet003635;HUBMet003676;HUBMet003840;HUBMet003841;HUBMet003859	24	4	HUBMet003840;HUBMet000281;HUBMet000427;HUBMet001850	-0.6860000000000005	0.15879017013232513	-1.3205191078488254	1.8554881490850108	1.0
Hypoacetylaspartia	Disease	HUBMet000008;HUBMet000012;HUBMet000039;HUBMet000122;HUBMet000222;HUBMet000328;HUBMet000736;HUBMet000871;HUBMet001034;HUBMet001336;HUBMet001645;HUBMet001689;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet001796;HUBMet001848;HUBMet002277;HUBMet002633;HUBMet003488	20	6	HUBMet001034;HUBMet001336;HUBMet001691;HUBMet000008;HUBMet001689;HUBMet000736	-0.4949717782407153	0.41509433962264153	-1.0643804303442657	1.8606486741409247	1.0
Ethylmalonic encephalopathy	Disease	HUBMet000094;HUBMet000228;HUBMet000246;HUBMet000337;HUBMet000398;HUBMet000446;HUBMet000706;HUBMet000871;HUBMet001006;HUBMet001336;HUBMet001692;HUBMet001818;HUBMet002277;HUBMet002633;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003352	18	4	HUBMet000398;HUBMet001692;HUBMet000228;HUBMet001336	0.6157623559031762	0.3227176220806794	1.1395499632286732	1.8700344237714093	1.0
Drowsiness	Disease	HUBMet000265;HUBMet000514;HUBMet000741;HUBMet000755;HUBMet000854;HUBMet000870;HUBMet000872;HUBMet000921;HUBMet000947;HUBMet001049;HUBMet001050;HUBMet001178;HUBMet001179;HUBMet001720;HUBMet001782;HUBMet002862;HUBMet003351;HUBMet003590;HUBMet003774;HUBMet003840	20	2	HUBMet003840;HUBMet001179	-0.6596806387225653	0.5598455598455598	-0.9970559266318352	1.8939455651067905	1.0
Abdominal pain	Disease	HUBMet000514;HUBMet001110;HUBMet001178;HUBMet001445;HUBMet001847;HUBMet001850;HUBMet002176;HUBMet002288;HUBMet002827;HUBMet002828;HUBMet003542;HUBMet003676;HUBMet003859	13	1	HUBMet001850	-0.8085742771684885	0.4063745019920319	-1.0700164528151133	2.0284917385391137	1.0
Primary biliary cirrhosis	Disease	HUBMet000082;HUBMet000158;HUBMet000379;HUBMet000444;HUBMet000448;HUBMet001089;HUBMet001463;HUBMet001727;HUBMet002181;HUBMet002577;HUBMet003273	11	2	HUBMet000448;HUBMet002181	-0.6626746506986133	0.5482625482625483	-1.0015811426377286	2.0379741161751492	1.0
Homocarnosinosis	Disease	HUBMet000001;HUBMet000003;HUBMet000039;HUBMet000122;HUBMet000354;HUBMet000871;HUBMet001025;HUBMet001026;HUBMet001171;HUBMet001336;HUBMet001365;HUBMet001612;HUBMet001629;HUBMet001630;HUBMet001646;HUBMet001691;HUBMet001693;HUBMet001695;HUBMet001696;HUBMet001818;HUBMet001848;HUBMet002277;HUBMet002278;HUBMet002595;HUBMet002633;HUBMet002832;HUBMet002910;HUBMet002917;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003055	32	4	HUBMet001171;HUBMet001629;HUBMet001691;HUBMet001336	0.6221846847379724	0.3078556263269639	1.1514353351052957	2.0478312420615645	1.0
Desmosterolosis	Disease	HUBMet000018;HUBMet000039;HUBMet000094;HUBMet000592;HUBMet000871;HUBMet001025;HUBMet001379;HUBMet001713;HUBMet002277;HUBMet002633;HUBMet002669;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003273;HUBMet003352;HUBMet003360;HUBMet003772	19	1	HUBMet000592	-0.8155533399800537	0.39243027888446214	-1.079252106538548	2.2076035927886988	1.0
Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)	Disease	HUBMet000018;HUBMet000039;HUBMet000592;HUBMet000871;HUBMet001025;HUBMet001713;HUBMet002277;HUBMet002633;HUBMet002669;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003273;HUBMet003352;HUBMet003360;HUBMet003772	17	1	HUBMet000592	-0.8155533399800537	0.39243027888446214	-1.079252106538548	2.2076035927886988	1.0
Porphyria	Disease	HUBMet000001;HUBMet000048;HUBMet000592;HUBMet000871;HUBMet001363;HUBMet001818;HUBMet002574;HUBMet002622;HUBMet002710;HUBMet002993	10	1	HUBMet000592	-0.8155533399800537	0.39243027888446214	-1.079252106538548	2.2076035927886988	1.0
