"Term.Name"	"Group"	"TermClass"	"TermSize"	"N_Hit"	"Hit"	"ES"	"pvalue_nominal"	"NES"	"FDR"	"Supplement"	"main"
"Maple syrup urine disease_disease"	28	"disease"	25	3	"HMDB0000517;HMDB0000317;HMDB0000123"	0.305475504322768	0.957115009746589	0.5279601209558	0.977144679493994	""	FALSE
"Tyrosinemia I_disease"	28	"disease"	12	5	"HMDB0000635;HMDB0000866;HMDB0000158;HMDB0000517;HMDB0000123"	-0.367830985263203	0.735729386892178	-0.779239772828003	1	""	FALSE
"Steroid hormone biosynthesis_kegg_Lipid metabolism"	29	"kegg_Lipid metabolism"	43	10	"HMDB0000217;HMDB0000221;HMDB0000902;HMDB0004026;HMDB0001487;HMDB0004031;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0002802"	0.486542473535205	0.189189189189189	1.25758621581726	0.38000488707369	"KEGG_ID:map00140"	TRUE
"Aldosterone from Steroidogenesis _smpdb_Physiological"	29	"smpdb_Physiological"	17	6	"HMDB0000902;HMDB0001377;HMDB0059597;HMDB0001035;HMDB0002111;HMDB0001487"	0.644508670520229	0.0946196660482375	1.43029145651797	0.388648026495211	"SMPDB_ID:SMP0121126"	FALSE
"3-beta-Hydroxysteroid Dehydrogenase Deficiency_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000718"	FALSE
"Apparent Mineralocorticoid Excess Syndrome_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000717"	FALSE
"Steroidogenesis_smpdb_Metabolic"	29	"smpdb_Metabolic"	43	10	"HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0004031;HMDB0004026;HMDB0002111;HMDB0059597;HMDB0002802"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000130"	FALSE
"21-Hydroxylase Deficiency (CYP21)_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0002111;HMDB0004026;HMDB0004031;HMDB0000902;HMDB0002802;HMDB0000221;HMDB0059597;HMDB0001487;HMDB0000217;HMDB0001377"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000576"	FALSE
"Corticosterone Methyl Oxidase I Deficiency (CMO I)_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000577"	FALSE
"Corticosterone Methyl Oxidase II Deficiency (CMO II)_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000578"	FALSE
"Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0001487;HMDB0004026;HMDB0000902;HMDB0001377;HMDB0004031;HMDB0000221;HMDB0002802;HMDB0059597;HMDB0000217;HMDB0002111"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000372"	FALSE
"11-beta-Hydroxylase Deficiency (CYP11B1)_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0000221;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0004026;HMDB0002111;HMDB0000217;HMDB0004031;HMDB0001487;HMDB0002802"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000575"	FALSE
"Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000371"	FALSE
"Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000373"	FALSE
"17-alpha-Hydroxylase Deficiency (CYP17)_smpdb_Disease"	29	"smpdb_Disease"	43	10	"HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377"	0.486542473535205	0.189189189189189	1.25758621581726	0.453133618315434	"SMPDB_ID:SMP0000566"	FALSE
"Endogenous sterols_reactome"	29	"reactome"	30	5	"HMDB0001377;HMDB0002111;HMDB0010315;HMDB0000221;HMDB0059597"	0.675595939227075	0.0986717267552182	1.395415985175	0.469741832119897	"Reactome_id:R-HSA-211976"	FALSE
"Glucocorticoid biosynthesis_humanGEM"	29	"humanGEM"	14	6	"HMDB0000902;HMDB0001377;HMDB0002111;HMDB0000221;HMDB0001487;HMDB0000217"	0.439969236790118	0.480519480519481	0.976378238641375	0.634454469878332	""	FALSE
"Glucocorticoid biosynthesis_reactome"	29	"reactome"	15	5	"HMDB0002111;HMDB0002802;HMDB0000221;HMDB0059597;HMDB0001377"	0.692974013474495	0.0777988614800759	1.43130969203201	0.716464032935164	"Reactome_id:R-HSA-194002"	FALSE
"Steroidogenesis_HUBMet_Pathway"	29	"HUBMet_Pathway"	19	1	"HUBMet000592"	-0.815553339980054	0.392430278884462	-1.07925210653855	0.894538151589491	""	FALSE
"Etoposide Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	15	8	"HMDB0001487;HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000902;HMDB0000538;HMDB0001377;HMDB0002111"	0.553816356908126	0.136960600375235	1.3390804135049	0.385352644066023	"SMPDB_ID:SMP0000442"	FALSE
"Etoposide Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	15	8	"HMDB0001341;HMDB0000295;HMDB0001377;HMDB0000902;HMDB0000538;HMDB0002111;HMDB0001487;HMDB0001429"	0.553816356908126	0.136960600375235	1.3390804135049	0.385352644066023	"SMPDB_ID:SMP0000601"	FALSE
"Codeine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	21	8	"HMDB0001341;HMDB0001487;HMDB0000295;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0000538;HMDB0001429"	0.553816356908126	0.136960600375235	1.3390804135049	0.385352644066023	"SMPDB_ID:SMP0000405"	TRUE
"Artemether Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	10	5	"HMDB0002111;HMDB0000902;HMDB0001487;HMDB0001377;HMDB0000295"	0.643888354186719	0.130929791271347	1.32992525551308	0.385916319441315	"SMPDB_ID:SMP0000651"	FALSE
"Codeine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	12	5	"HMDB0000295;HMDB0000902;HMDB0001377;HMDB0001487;HMDB0002111"	0.643888354186719	0.130929791271347	1.32992525551308	0.385916319441315	"SMPDB_ID:SMP0000621"	FALSE
"Phenytoin (Antiarrhythmic) Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	26	12	"HMDB0000217;HMDB0001429;HMDB0000939;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0000295;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0001185;HMDB0001341"	0.5254175568223	0.0778985507246377	1.44422727642457	0.398646823363253	"SMPDB_ID:SMP0000327"	FALSE
"Tramadol Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	18	8	"HMDB0000902;HMDB0001377;HMDB0000538;HMDB0000295;HMDB0059597;HMDB0002111;HMDB0001487;HMDB0001341"	0.588821794826549	0.0881801125703565	1.42372055765741	0.399339495769709	"SMPDB_ID:SMP0000637"	FALSE
"Mycophenolic Acid Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	20	9	"HMDB0001487;HMDB0001429;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0014826;HMDB0002111;HMDB0001341"	0.554624817096556	0.106741573033708	1.37139708560323	0.422526209809801	"SMPDB_ID:SMP0000652"	FALSE
"Nicotine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	25	11	"HMDB0001248;HMDB0000902;HMDB0000295;HMDB0003125;HMDB0002111;HMDB0001046;HMDB0001377;HMDB0000217;HMDB0001487;HMDB0059597;HMDB0000221"	0.46549150878943	0.211469534050179	1.25027723951864	0.428424714355612	"SMPDB_ID:SMP0000628"	FALSE
"Acetaminophen Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	17	7	"HMDB0001429;HMDB0001487;HMDB0000295;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000902"	0.552234347138965	0.196043165467626	1.29397735996845	0.434269175174972	"SMPDB_ID:SMP0000640"	FALSE
"Methadone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	18	7	"HMDB0001487;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0002111;HMDB0001341"	0.551494183073269	0.201438848920863	1.29224303187272	0.434689006568428	"SMPDB_ID:SMP0000408"	FALSE
"Nicotine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	34	14	"HMDB0000221;HMDB0003125;HMDB0001487;HMDB0059597;HMDB0001429;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0001046;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248"	0.421915242341203	0.238532110091743	1.19730446609031	0.448138728586101	"SMPDB_ID:SMP0000431"	FALSE
"Venlafaxine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	13	4	"HMDB0002111;HMDB0000902;HMDB0001377;HMDB0001487"	0.643269230769232	0.212475633528265	1.22827679161402	0.452381208541159	"SMPDB_ID:SMP0000636"	FALSE
"Imipramine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	13	8	"HMDB0001377;HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0015282;HMDB0000902;HMDB0059597"	0.490453810026046	0.272045028142589	1.18587521394512	0.464385767281431	"SMPDB_ID:SMP0000625"	FALSE
"Citalopram Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	26	11	"HMDB0001248;HMDB0001341;HMDB0002111;HMDB0003125;HMDB0000051;HMDB0000902;HMDB0000164;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0001429"	0.556662538802063	0.0734767025089606	1.4951561719501	0.479832977059881	"SMPDB_ID:SMP0000424"	FALSE
"Imipramine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	22	11	"HMDB0000217;HMDB0000221;HMDB0001341;HMDB0015282;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001377;HMDB0059597;HMDB0001429;HMDB0002111"	0.415795859884045	0.324372759856631	1.11679824461474	0.502383083493935	"SMPDB_ID:SMP0000422"	FALSE
"Irinotecan Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	5	"HMDB0001341;HMDB0000295;HMDB0001429;HMDB0002111;HMDB0000538"	0.548727321443598	0.313092979127135	1.13337400565295	0.519644832624784	"SMPDB_ID:SMP0000433"	FALSE
"Irinotecan Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	11	5	"HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000538;HMDB0002111"	0.548727321443598	0.313092979127135	1.13337400565295	0.519644832624784	"SMPDB_ID:SMP0000600"	FALSE
"Morphine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	16	5	"HMDB0001429;HMDB0000295;HMDB0000538;HMDB0002111;HMDB0001341"	0.548727321443598	0.313092979127135	1.13337400565295	0.519644832624784	"SMPDB_ID:SMP0000406"	FALSE
"Fentanyl Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	5	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0014951;HMDB0001341"	0.547423730693827	0.313092979127135	1.13068149188142	0.521508933543641	"SMPDB_ID:SMP0000415"	FALSE
"Amiodarone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	5	"HMDB0001341;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0002111"	0.546560156926277	0.314990512333966	1.12889781532321	0.523204758743291	"SMPDB_ID:SMP0000665"	FALSE
"Naloxone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000688"	FALSE
"Naltrexone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000687"	FALSE
"Ketobemidone  Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000690"	FALSE
"Pentazocine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000686"	FALSE
"Nalbuphine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000691"	FALSE
"Alvimopan Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000685"	FALSE
"Buprenorphine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000684"	FALSE
"Levallorphan Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000683"	FALSE
"Ethylmorphine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000681"	FALSE
"Dimethylthiambutene Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000680"	FALSE
"3-Methylthiofentanyl Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000679"	FALSE
"Dihydromorphine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000689"	FALSE
"Neuron Function_smpdb_Physiological"	30	"smpdb_Physiological"	10	4	"HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000224"	FALSE
"Methadyl Acetate Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000678"	FALSE
"Proparacaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000403"	FALSE
"Tramadol Action Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000671"	FALSE
"Levorphanol Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000673"	FALSE
"Anileridine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000674"	FALSE
"Diphenoxylate Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000675"	FALSE
"Dezocine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000676"	FALSE
"Benzocaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000392"	FALSE
"Chloroprocaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000394"	FALSE
"Cocaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000395"	FALSE
"Dibucaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000396"	FALSE
"Levobupivacaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000397"	FALSE
"Mepivacaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000399"	FALSE
"Oxybuprocaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000400"	FALSE
"Procaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000402"	FALSE
"Ropivacaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000404"	FALSE
"Prilocaine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000401"	FALSE
"Remifentanil Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000416"	FALSE
"Propoxyphene Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000672"	FALSE
"Sufentanil Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000417"	FALSE
"Oxycodone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000409"	FALSE
"Carfentanil Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	10	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000414"	FALSE
"Escitalopram Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000425"	FALSE
"Oxymorphone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000412"	FALSE
"Alfentanil Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000413"	FALSE
"Hydromorphone Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000410"	FALSE
"Levomethadyl Acetate Action Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	11	4	"HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538"	0.538523978057621	0.456140350877193	1.02827319003717	0.530420821967342	"SMPDB_ID:SMP0000677"	FALSE
"Nevirapine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	22	10	"HMDB0000295;HMDB0001341;HMDB0002111;HMDB0059597;HMDB0003125;HMDB0000221;HMDB0000217;HMDB0000538;HMDB0001377;HMDB0001429"	0.418831725818778	0.371171171171171	1.08257147892873	0.540742740303539	"SMPDB_ID:SMP0000642"	FALSE
"Desipramine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	18	9	"HMDB0001377;HMDB0059597;HMDB0000221;HMDB0001341;HMDB0000217;HMDB0001429;HMDB0015282;HMDB0000538;HMDB0002111"	0.402685538351549	0.471910112359551	0.995703323556363	0.576455062495068	"SMPDB_ID:SMP0000423"	FALSE
"Lidocaine (Antiarrhythmic) Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	23	10	"HMDB0000217;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0001487;HMDB0001341"	0.402234222126433	0.41981981981982	1.03967123281289	0.580468601635399	"SMPDB_ID:SMP0000328"	FALSE
"Lidocaine (Local Anaesthetic) Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	26	10	"HMDB0002111;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0059597"	0.402234222126433	0.41981981981982	1.03967123281289	0.580468601635399	"SMPDB_ID:SMP0000398"	FALSE
"Folate metabolism_humanGEM"	30	"humanGEM"	18	11	"HMDB0000250;HMDB0000221;HMDB0001562;HMDB0001487;HMDB0000217;HMDB0000148;HMDB0001341;HMDB0000902;HMDB0001967;HMDB0002111;HMDB0000538"	0.425243761466194	0.302867383512545	1.14217463942824	0.610085035044133	""	FALSE
"Doxorubicin Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	15	9	"HMDB0001341;HMDB0000221;HMDB0001248;HMDB0000902;HMDB0000538;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0001429"	0.383394725926048	0.537453183520599	0.948003755986085	0.610905397469431	"SMPDB_ID:SMP0000650"	FALSE
"Fluoxetine Action Pathway_smpdb_Drug Action"	30	"smpdb_Drug Action"	19	8	"HMDB0001487;HMDB0014615;HMDB0001429;HMDB0001341;HMDB0000902;HMDB0000538;HMDB0001377;HMDB0002111"	0.392614310465369	0.527204502814259	0.949307702179556	0.611853310350186	"SMPDB_ID:SMP0000426"	FALSE
"Fluoxetine Metabolism Pathway_smpdb_Drug Metabolism"	30	"smpdb_Drug Metabolism"	10	5	"HMDB0002111;HMDB0001487;HMDB0014615;HMDB0000902;HMDB0001377"	0.454484857711462	0.548387096774194	0.938720022793681	0.624360951616965	"SMPDB_ID:SMP0000646"	FALSE
"Pentose and glucuronate interconversions_humanGEM"	30	"humanGEM"	20	9	"HMDB0000902;HMDB0000295;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000221;HMDB0001967"	0.450313483341698	0.352059925093633	1.11347090794736	0.639988496560029	""	FALSE
"Trehalose Degradation_smpdb_Metabolic"	30	"smpdb_Metabolic"	10	7	"HMDB0000122;HMDB0001341;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0001429"	0.371454209023243	0.615107913669065	0.870379285952153	0.722529815161616	"SMPDB_ID:SMP0000467"	FALSE
"Local Anesthetics Action_HUBMet_Drug"	30	"HUBMet_Drug"	12	1	"HUBMet000592"	-0.815553339980054	0.392430278884462	-1.07925210653855	0.958194041818294	""	FALSE
