SMPDB.Name	SMPDB.ID	Pathway.Class	TermSize	N_Hit	Hit	ES	pvalue_nominal	NES	FDR
Betaine Metabolism	SMP0000123	Metabolic	21	9	HMDB0001487;HMDB0001185;HMDB0001429;HMDB0000902;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0000939;HMDB0002111	0.5429824321111821	0.13295880149812733	1.3426094577397725	0.4000282100481273
Sarcosine Oncometabolite Pathway 	SMP0002313	Disease	25	11	HMDB0001487;HMDB0001491;HMDB0001248;HMDB0000902;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0000939;HMDB0001185;HMDB0001429;HMDB0000123	0.5215058229814068	0.11469534050179211	1.4007277220711687	0.4010145889723031
Azathioprine Action Pathway	SMP0000427	Drug Action	86	22	HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000902;HMDB0000299;HMDB0000123;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000134;HMDB0003125;HMDB0000939;HMDB0000045;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0001341;HMDB0001377;HMDB0000250;HMDB0001429	0.43951211300637893	0.09897610921501707	1.3932820157723704	0.40138117607594964
Mercaptopurine Action Pathway	SMP0000428	Drug Action	84	22	HMDB0000134;HMDB0000191;HMDB0001248;HMDB0001185;HMDB0000902;HMDB0001341;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000299;HMDB0001487;HMDB0000051;HMDB0000538;HMDB0000045;HMDB0000123;HMDB0000217;HMDB0000939;HMDB0001967;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0000250	0.43951211300637893	0.09897610921501707	1.3932820157723704	0.40138117607594964
Eumelanin Biosynthesis	SMP0121124	Metabolic	10	6	HMDB0001430;HMDB0001967;HMDB0001253;HMDB0001377;HMDB0059597;HMDB0002111	0.6313307877137966	0.11131725417439703	1.4010471436713725	0.40290373932169554
Kandutsch-Russell Pathway (Cholesterol Biosynthesis)	SMP0121060	Metabolic	28	7	HMDB0001377;HMDB0000217;HMDB0001248;HMDB0002111;HMDB0000221;HMDB0059597;HMDB0001967	0.5619091413265449	0.1672661870503597	1.3166470195177753	0.40851434450972685
2-Aminoadipic 2-Oxoadipic Aciduria	SMP0000719	Disease	27	13	HMDB0003125;HMDB0001377;HMDB0001487;HMDB0000217;HMDB0000148;HMDB0001248;HMDB0002111;HMDB0000208;HMDB0000221;HMDB0001491;HMDB0001967;HMDB0000279;HMDB0000902	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Hyperlysinemia II or Saccharopinuria	SMP0000528	Disease	27	13	HMDB0001491;HMDB0000221;HMDB0000208;HMDB0001248;HMDB0000148;HMDB0001377;HMDB0000902;HMDB0003125;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000279;HMDB0001967	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Hyperlysinemia I, Familial	SMP0000527	Disease	27	13	HMDB0000279;HMDB0000221;HMDB0000208;HMDB0001487;HMDB0001967;HMDB0003125;HMDB0001491;HMDB0000902;HMDB0001377;HMDB0000148;HMDB0002111;HMDB0000217;HMDB0001248	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Saccharopinuria/Hyperlysinemia II	SMP0000239	Disease	27	13	HMDB0002111;HMDB0000148;HMDB0001491;HMDB0000902;HMDB0000279;HMDB0001248;HMDB0000221;HMDB0000208;HMDB0001487;HMDB0000217;HMDB0001377;HMDB0003125;HMDB0001967	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Lysine Degradation	SMP0000037	Metabolic	27	13	HMDB0001377;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000208;HMDB0001248;HMDB0000279;HMDB0000221;HMDB0000148;HMDB0001491;HMDB0001967;HMDB0000902;HMDB0003125	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Pyridoxine Dependency with Seizures	SMP0000571	Disease	27	13	HMDB0001248;HMDB0003125;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000208;HMDB0001491;HMDB0000148;HMDB0000217;HMDB0001377;HMDB0001487;HMDB0000279;HMDB0002111	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Glutaric Aciduria Type I-SMP0000186	SMP0000186	Disease	27	13	HMDB0002111;HMDB0000148;HMDB0001491;HMDB0000902;HMDB0000279;HMDB0001248;HMDB0000221;HMDB0000208;HMDB0001487;HMDB0000217;HMDB0001377;HMDB0003125;HMDB0001967	0.4879908631825418	0.1206581352833638	1.3665617128398566	0.4091325295005554
Carnitine Synthesis	SMP0000465	Metabolic	20	13	HMDB0001487;HMDB0001491;HMDB0000044;HMDB0000208;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0000254;HMDB0002111;HMDB0000939;HMDB0001185;HMDB0000123;HMDB0001967	0.4950049342291344	0.113345521023766	1.3862038038431597	0.40941917452472104
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids	SMP0000480	Metabolic	19	8	HMDB0000538;HMDB0002111;HMDB0001248;HMDB0000045;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000250	0.5709297947649118	0.11069418386491557	1.3804592372899023	0.41092917964693665
Short-Chain 3-Hydroxyacyl-CoA Dehydrogenase Deficiency (HADH)	SMP0000568	Disease	19	8	HMDB0000250;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0000045;HMDB0001487	0.5709297947649118	0.11069418386491557	1.3804592372899023	0.41092917964693665
Tyrosine Hydroxylase Deficiency	SMP0000497	Disease	18	9	HMDB0000044;HMDB0001967;HMDB0002111;HMDB0000939;HMDB0001491;HMDB0001264;HMDB0001185;HMDB0000158;HMDB0001377	0.5903680419810384	0.0599250936329588	1.4597778304340279	0.411892878753611
Aromatic L-Aminoacid Decarboxylase Deficiency	SMP0000170	Disease	18	9	HMDB0000158;HMDB0000044;HMDB0001491;HMDB0000939;HMDB0002111;HMDB0001377;HMDB0001264;HMDB0001185;HMDB0001967	0.5903680419810384	0.0599250936329588	1.4597778304340279	0.411892878753611
Catecholamine Biosynthesis	SMP0000012	Metabolic	18	9	HMDB0000939;HMDB0001491;HMDB0000158;HMDB0000044;HMDB0001967;HMDB0001264;HMDB0001377;HMDB0002111;HMDB0001185	0.5903680419810384	0.0599250936329588	1.4597778304340279	0.411892878753611
Sarcosinemia	SMP0000244	Disease	56	26	HMDB0001248;HMDB0000538;HMDB0000574;HMDB0002111;HMDB0002134;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000517;HMDB0000902;HMDB0000208;HMDB0001451;HMDB0001491;HMDB0001487;HMDB0000064;HMDB0001429;HMDB0001377;HMDB0000099;HMDB0000128;HMDB0003125;HMDB0000051;HMDB0000939;HMDB0000148;HMDB0000250;HMDB0001185;HMDB0001967	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Hyperglycinemia, Non-Ketotic	SMP0000485	Disease	56	26	HMDB0002134;HMDB0000208;HMDB0000902;HMDB0003125;HMDB0000538;HMDB0000128;HMDB0001487;HMDB0001491;HMDB0000250;HMDB0001248;HMDB0000148;HMDB0002111;HMDB0001967;HMDB0000123;HMDB0001185;HMDB0001429;HMDB0001341;HMDB0001451;HMDB0000045;HMDB0001377;HMDB0000517;HMDB0000064;HMDB0000574;HMDB0000099;HMDB0000051;HMDB0000939	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Dimethylglycine Dehydrogenase Deficiency	SMP0000484	Disease	56	26	HMDB0000064;HMDB0000045;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0000208;HMDB0002134;HMDB0001429;HMDB0001491;HMDB0000250;HMDB0000517;HMDB0001487;HMDB0000939;HMDB0001451;HMDB0000128;HMDB0001185;HMDB0000902;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000099;HMDB0000148;HMDB0000123	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Glycine and Serine Metabolism	SMP0000004	Metabolic	56	26	HMDB0000939;HMDB0001451;HMDB0000250;HMDB0001491;HMDB0000123;HMDB0000064;HMDB0003125;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000045;HMDB0000517;HMDB0000208;HMDB0001185;HMDB0000574;HMDB0000099;HMDB0001487;HMDB0002111;HMDB0002134;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000128;HMDB0000148;HMDB0001377;HMDB0000902	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Dihydropyrimidine Dehydrogenase Deficiency (DHPD)	SMP0000179	Disease	56	26	HMDB0001248;HMDB0000538;HMDB0000574;HMDB0002111;HMDB0002134;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000517;HMDB0000902;HMDB0000208;HMDB0001451;HMDB0001491;HMDB0001487;HMDB0000064;HMDB0001429;HMDB0001377;HMDB0000099;HMDB0000128;HMDB0003125;HMDB0000051;HMDB0000939;HMDB0000148;HMDB0000250;HMDB0001185;HMDB0001967	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
3-Phosphoglycerate Dehydrogenase Deficiency	SMP0000721	Disease	56	26	HMDB0000939;HMDB0001451;HMDB0000250;HMDB0001491;HMDB0000123;HMDB0000064;HMDB0003125;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000045;HMDB0000517;HMDB0000208;HMDB0001185;HMDB0000574;HMDB0000099;HMDB0001487;HMDB0002111;HMDB0002134;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000128;HMDB0000148;HMDB0001377;HMDB0000902	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Non-Ketotic Hyperglycinemia	SMP0000223	Disease	56	26	HMDB0000064;HMDB0000045;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0000208;HMDB0002134;HMDB0001429;HMDB0001491;HMDB0000250;HMDB0000517;HMDB0001487;HMDB0000939;HMDB0001451;HMDB0000128;HMDB0001185;HMDB0000902;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000099;HMDB0000148;HMDB0000123	0.4431898846006841	0.04576271186440678	1.46731810401037	0.41588725235117147
Mercaptopurine Metabolism Pathway	SMP0000609	Drug Metabolism	25	11	HMDB0001248;HMDB0001341;HMDB0000939;HMDB0000250;HMDB0000045;HMDB0001487;HMDB0000538;HMDB0000902;HMDB0001429;HMDB0001185;HMDB0002111	0.5416080542773539	0.08422939068100359	1.4547208922542822	0.41744914942402306
Glutaminolysis and Cancer	SMP0002298	Disease	43	22	HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0000051;HMDB0001967;HMDB0000208;HMDB0000191;HMDB0000223;HMDB0001429;HMDB0001491;HMDB0001487;HMDB0001072;HMDB0000134;HMDB0001377;HMDB0000254;HMDB0000902;HMDB0002111;HMDB0000148;HMDB0059597	0.48305737729578574	0.04607508532423208	1.531323338891956	0.41952152496768075
Mycophenolic Acid Metabolism Pathway	SMP0000652	Drug Metabolism	20	9	HMDB0001487;HMDB0001429;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0014826;HMDB0002111;HMDB0001341	0.5546248170965564	0.10674157303370786	1.3713970856032287	0.422526209809801
Mevalonate Pathway	SMP0121055	Metabolic	28	11	HMDB0000221;HMDB0001967;HMDB0059597;HMDB0001429;HMDB0001377;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248	0.4844710786284278	0.17562724014336917	1.3012550205038733	0.42492892770202406
Butyrate Metabolism	SMP0000073	Metabolic	19	8	HMDB0001248;HMDB0000045;HMDB0000902;HMDB0000538;HMDB0001487;HMDB0000254;HMDB0002111;HMDB0000250	0.5180383128109718	0.20825515947467166	1.2525721739298032	0.42668825473925653
G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease	SMP0000534	Disease	14	4	HMDB0000295;HMDB0004917;HMDB0002111;HMDB0000302	0.6817307692307704	0.15594541910331383	1.30171636061934	0.42672241025236274
Congenital Disorder of Glycosylation CDG-IId	SMP0000579	Disease	19	9	HMDB0001341;HMDB0000250;HMDB0000122;HMDB0000302;HMDB0000295;HMDB0000538;HMDB0001333;HMDB0001429;HMDB0002111	0.5268391403696815	0.16104868913857678	1.3026926300683515	0.42711304690406876
GLUT-1 Deficiency Syndrome	SMP0000580	Disease	19	9	HMDB0000302;HMDB0000122;HMDB0001429;HMDB0000250;HMDB0000538;HMDB0000295;HMDB0002111;HMDB0001333;HMDB0001341	0.5268391403696815	0.16104868913857678	1.3026926300683515	0.42711304690406876
Lactose Synthesis	SMP0000444	Metabolic	19	9	HMDB0002111;HMDB0000122;HMDB0001341;HMDB0000250;HMDB0000302;HMDB0000538;HMDB0001429;HMDB0001333;HMDB0000295	0.5268391403696815	0.16104868913857678	1.3026926300683515	0.42711304690406876
Xanthinuria Type I	SMP0000512	Disease	72	20	HMDB0002111;HMDB0000123;HMDB0001341;HMDB0000051;HMDB0000217;HMDB0001377;HMDB0000134;HMDB0000299;HMDB0000148;HMDB0000191;HMDB0000221;HMDB0001487;HMDB0003125;HMDB0001967;HMDB0000045;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000902	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Gout or Kelley-Seegmiller Syndrome	SMP0000365	Disease	72	20	HMDB0003125;HMDB0001377;HMDB0000250;HMDB0000148;HMDB0002111;HMDB0000299;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000221;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0001429;HMDB0000134;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0000191;HMDB0001967	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Lesch-Nyhan Syndrome (LNS)	SMP0000364	Disease	72	20	HMDB0001341;HMDB0000045;HMDB0000902;HMDB0000123;HMDB0000191;HMDB0000538;HMDB0000221;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000217;HMDB0001429;HMDB0001967;HMDB0000134;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0001487;HMDB0000299;HMDB0000051	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Molybdenum Cofactor Deficiency	SMP0000203	Disease	72	20	HMDB0001341;HMDB0000045;HMDB0000902;HMDB0000123;HMDB0000191;HMDB0000538;HMDB0000221;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000217;HMDB0001429;HMDB0001967;HMDB0000134;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0001487;HMDB0000299;HMDB0000051	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Xanthine Dehydrogenase Deficiency (Xanthinuria)	SMP0000220	Disease	72	20	HMDB0001248;HMDB0000538;HMDB0002111;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000902;HMDB0000191;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000134;HMDB0001429;HMDB0001377;HMDB0003125;HMDB0000299;HMDB0000051;HMDB0000250;HMDB0000148;HMDB0001967	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Purine Nucleoside Phosphorylase Deficiency	SMP0000210	Disease	72	20	HMDB0001248;HMDB0000538;HMDB0002111;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000902;HMDB0000191;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000134;HMDB0001429;HMDB0001377;HMDB0003125;HMDB0000299;HMDB0000051;HMDB0000250;HMDB0000148;HMDB0001967	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Myoadenylate Deaminase Deficiency	SMP0000537	Disease	72	20	HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000902;HMDB0000299;HMDB0000123;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000134;HMDB0003125;HMDB0000045;HMDB0000221;HMDB0001967;HMDB0001341;HMDB0001377;HMDB0000250;HMDB0001429	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Mitochondrial DNA Depletion Syndrome-3	SMP0000536	Disease	72	20	HMDB0000902;HMDB0003125;HMDB0000538;HMDB0000299;HMDB0001487;HMDB0000250;HMDB0001248;HMDB0000148;HMDB0001967;HMDB0000123;HMDB0002111;HMDB0001429;HMDB0001341;HMDB0000191;HMDB0000045;HMDB0001377;HMDB0000134;HMDB0000051;HMDB0000217;HMDB0000221	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
AICA-Ribosiduria	SMP0000168	Disease	72	20	HMDB0000250;HMDB0000123;HMDB0003125;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0000299;HMDB0000191;HMDB0000045;HMDB0000134;HMDB0001487;HMDB0002111;HMDB0000217;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0001377;HMDB0000902	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Adenosine Deaminase Deficiency	SMP0000144	Disease	72	20	HMDB0000123;HMDB0001341;HMDB0003125;HMDB0000191;HMDB0000299;HMDB0000134;HMDB0000045;HMDB0000902;HMDB0001967;HMDB0000538;HMDB0001487;HMDB0001429;HMDB0000250;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0000148;HMDB0000217;HMDB0001377;HMDB0002111	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Adenine Phosphoribosyltransferase Deficiency (APRT)	SMP0000535	Disease	72	20	HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000299;HMDB0000221;HMDB0000051;HMDB0001967;HMDB0000191;HMDB0001429;HMDB0000250;HMDB0001487;HMDB0000134;HMDB0001377;HMDB0000902;HMDB0003125;HMDB0002111;HMDB0000148;HMDB0000123	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Adenylosuccinate Lyase Deficiency	SMP0000167	Disease	72	20	HMDB0003125;HMDB0001377;HMDB0000250;HMDB0000148;HMDB0002111;HMDB0000299;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000221;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0001429;HMDB0000134;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0000191;HMDB0001967	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Purine Metabolism	SMP0000050	Metabolic	72	20	HMDB0003125;HMDB0001377;HMDB0000250;HMDB0000148;HMDB0002111;HMDB0000299;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000221;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0001429;HMDB0000134;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0000191;HMDB0001967	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
Xanthinuria Type II	SMP0000513	Disease	72	20	HMDB0001487;HMDB0000051;HMDB0000902;HMDB0000250;HMDB0001341;HMDB0000299;HMDB0001429;HMDB0002111;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001377;HMDB0000134;HMDB0000221;HMDB0003125;HMDB0000123;HMDB0000191;HMDB0000045;HMDB0000538;HMDB0000148	0.4069600453117217	0.1824561403508772	1.2549543159552048	0.4272054790425933
The Oncogenic Action of Fumarate	SMP0002295	Disease	40	21	HMDB0000044;HMDB0000223;HMDB0000902;HMDB0000208;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0000725;HMDB0001333;HMDB0001248;HMDB0059597;HMDB0001967;HMDB0002111;HMDB0001072;HMDB0001429;HMDB0001341;HMDB0001377;HMDB0000134;HMDB0000162;HMDB0000217;HMDB0000221	0.4007334424028169	0.18166089965397925	1.2527235544262612	0.4280898466279406
The Oncogenic Action of Succinate	SMP0002292	Disease	40	21	HMDB0059597;HMDB0000208;HMDB0000254;HMDB0001341;HMDB0000725;HMDB0000223;HMDB0000134;HMDB0000902;HMDB0001967;HMDB0000538;HMDB0001487;HMDB0001429;HMDB0001248;HMDB0000221;HMDB0000044;HMDB0000162;HMDB0000217;HMDB0001333;HMDB0001377;HMDB0001072;HMDB0002111	0.4007334424028169	0.18166089965397925	1.2527235544262612	0.4280898466279406
Nicotine Metabolism Pathway	SMP0000628	Drug Metabolism	25	11	HMDB0001248;HMDB0000902;HMDB0000295;HMDB0003125;HMDB0002111;HMDB0001046;HMDB0001377;HMDB0000217;HMDB0001487;HMDB0059597;HMDB0000221	0.46549150878943	0.2114695340501792	1.25027723951864	0.4284247143556118
Ethanol Degradation	SMP0000449	Metabolic	18	12	HMDB0003125;HMDB0000250;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0000990;HMDB0000045;HMDB0001487;HMDB0000217	0.45433866569106707	0.20652173913043478	1.2488510998639981	0.4298946101249308
Clopidogrel Action Pathway	SMP0000260	Drug Action	10	6	HMDB0001341;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000538;HMDB0001429	0.5488844665705361	0.22820037105751392	1.2180825473109258	0.432250065093211
Clopidogrel Metabolism Pathway	SMP0000610	Drug Metabolism	10	6	HMDB0001429;HMDB0003125;HMDB0001377;HMDB0000538;HMDB0002111;HMDB0001341	0.5488844665705361	0.22820037105751392	1.2180825473109258	0.432250065093211
Famotidine Action Pathway	SMP0000231	Drug Action	13	6	HMDB0001429;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0001341;HMDB0001967	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Omeprazole Action Pathway	SMP0000226	Drug Action	14	6	HMDB0002111;HMDB0001341;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0001967	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Pirenzepine Action Pathway	SMP0000246	Drug Action	13	6	HMDB0001341;HMDB0059597;HMDB0001967;HMDB0000538;HMDB0001429;HMDB0002111	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Ranitidine Action Pathway	SMP0000230	Drug Action	13	6	HMDB0001429;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0001341;HMDB0001967	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Pantoprazole Action Pathway	SMP0000228	Drug Action	14	6	HMDB0001967;HMDB0000538;HMDB0002111;HMDB0001429;HMDB0001341;HMDB0059597	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Rabeprazole Action Pathway	SMP0000229	Drug Action	14	6	HMDB0001967;HMDB0000538;HMDB0002111;HMDB0001429;HMDB0001341;HMDB0059597	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Cimetidine Action Pathway	SMP0000232	Drug Action	13	6	HMDB0001341;HMDB0001967;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0002111	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Lansoprazole Action Pathway	SMP0000227	Drug Action	13	6	HMDB0002111;HMDB0001341;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0001967	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Nizatidine Action Pathway	SMP0000233	Drug Action	13	6	HMDB0001341;HMDB0001967;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0002111	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Gastric Acid Production	SMP0000589	Physiological	12	6	HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429;HMDB0001967;HMDB0059597	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Roxatidine Acetate Action Pathway	SMP0000734	Drug Action	13	6	HMDB0001429;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0001341;HMDB0001967	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Lafutidine H2-Antihistamine Action	SMP0051038	Drug Action	13	6	HMDB0001341;HMDB0001967;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Metiamide Action Pathway	SMP0000735	Drug Action	13	6	HMDB0001341;HMDB0001967;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0002111	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Betazole Action Pathway	SMP0000736	Drug Action	13	6	HMDB0001341;HMDB0001967;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597	0.5503017172272812	0.22634508348794063	1.2212277051634193	0.4324822102946537
Glycerol Phosphate Shuttle	SMP0000124	Metabolic	10	5	HMDB0001248;HMDB0003364;HMDB0001487;HMDB0000902;HMDB0001429	0.6029824063896387	0.19924098671726756	1.2454356810048557	0.4327012556902729
Acetaminophen Metabolism Pathway	SMP0000640	Drug Metabolism	17	7	HMDB0001429;HMDB0001487;HMDB0000295;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000902	0.5522343471389646	0.1960431654676259	1.2939773599684516	0.4342691751749718
Phosphatidylinositol Phosphate Metabolism	SMP0000463	Metabolic	16	7	HMDB0001341;HMDB0006971;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0000211;HMDB0001333	0.5501690184921741	0.20323741007194246	1.2891379498091835	0.4343960672215512
Joubert Syndrome	SMP0000582	Disease	16	7	HMDB0001429;HMDB0000211;HMDB0001333;HMDB0006971;HMDB0000538;HMDB0002111;HMDB0001341	0.5501690184921741	0.20323741007194246	1.2891379498091835	0.4343960672215512
Methadone Action Pathway	SMP0000408	Drug Action	18	7	HMDB0001487;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0002111;HMDB0001341	0.5514941830732688	0.2014388489208633	1.2922430318727174	0.43468900656842796
Lamivudine Metabolism Pathway	SMP0000649	Drug Metabolism	16	8	HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000250;HMDB0003125;HMDB0000538;HMDB0001377;HMDB0002111	0.5316499619164451	0.18198874296435272	1.2854839730944214	0.43698920965659127
Aromatase Deficiency	SMP0000565	Disease	32	8	HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0002111;HMDB0000217	0.5129743025935098	0.22326454033771106	1.2403278318994415	0.4372632476202263
17-beta Hydroxysteroid Dehydrogenase III Deficiency	SMP0000356	Disease	32	8	HMDB0000295;HMDB0000221;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487	0.5129743025935098	0.22326454033771106	1.2403278318994415	0.4372632476202263
Androgen and Estrogen Metabolism	SMP0000068	Metabolic	32	8	HMDB0001487;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0000217;HMDB0002111	0.5129743025935098	0.22326454033771106	1.2403278318994415	0.4372632476202263
Androstenedione Metabolism	SMP0030406	Metabolic	24	9	HMDB0000221;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000490;HMDB0000217;HMDB0000295;HMDB0001377	0.5006287315534562	0.20973782771535582	1.237883272183483	0.43898483391475934
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids	SMP0000481	Metabolic	25	10	HMDB0003948;HMDB0000538;HMDB0002111;HMDB0001248;HMDB0000045;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0003937;HMDB0000250	0.5878151248129244	0.05045045045045045	1.5193497764797836	0.44062703379387924
Succinyl CoA: 3-Ketoacid CoA Transferase Deficiency	SMP0000569	Disease	13	5	HMDB0001487;HMDB0000254;HMDB0000902;HMDB0001967;HMDB0002111	0.5861707065384449	0.222011385199241	1.2107117974700334	0.44091245467891066
