"SMPDB.Name"	"SMPDB.ID"	"Pathway.Class"	"TermSize"	"N_Hit"	"Hit"	"pvalue"	"MetaboliteRatio"	"BgRatio"	"FoldEnrichment"	"EnrichmentFactor"	"p.adjust"
"Neuron Function"	"SMP0000224"	"Physiological"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Bupivacaine Action Pathway"	"SMP0000393"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Chloroprocaine Action Pathway"	"SMP0000394"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Cocaine Action Pathway"	"SMP0000395"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Dibucaine Action Pathway"	"SMP0000396"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Levobupivacaine Action Pathway"	"SMP0000397"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Mepivacaine Action Pathway"	"SMP0000399"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Oxybuprocaine Action Pathway"	"SMP0000400"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Prilocaine Action Pathway"	"SMP0000401"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Procaine Action Pathway"	"SMP0000402"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Proparacaine Action Pathway"	"SMP0000403"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Ropivacaine Action Pathway"	"SMP0000404"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Hydromorphone Action Pathway"	"SMP0000410"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Hydrocodone Action Pathway"	"SMP0000411"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Oxymorphone Action Pathway"	"SMP0000412"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Alfentanil Action Pathway"	"SMP0000413"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Carfentanil Action Pathway"	"SMP0000414"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Remifentanil Action Pathway"	"SMP0000416"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Sufentanil Action Pathway"	"SMP0000417"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Intracellular Signalling Through Adenosine Receptor A2a and Adenosine"	"SMP0000320"	"Protein"	7	1	"HMDB0000050"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Intracellular Signalling Through Adenosine Receptor A2b and Adenosine"	"SMP0000321"	"Protein"	7	1	"HMDB0000050"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin"	"SMP0000354"	"Signaling"	7	1	"HMDB0001335"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Propoxyphene Action Pathway"	"SMP0000672"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Levorphanol Action Pathway"	"SMP0000673"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Anileridine Action Pathway"	"SMP0000674"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Diphenoxylate Action Pathway"	"SMP0000675"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Dezocine Action Pathway"	"SMP0000676"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Levomethadyl Acetate Action Action Pathway"	"SMP0000677"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Methadyl Acetate Action Pathway"	"SMP0000678"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"3-Methylthiofentanyl Action Pathway"	"SMP0000679"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Dimethylthiambutene Action Pathway"	"SMP0000680"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Ethylmorphine Action Pathway"	"SMP0000681"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Levallorphan Action Pathway"	"SMP0000683"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Buprenorphine Action Pathway"	"SMP0000684"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Alvimopan Action Pathway"	"SMP0000685"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Pentazocine Action Pathway"	"SMP0000686"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Naltrexone Action Pathway"	"SMP0000687"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Naloxone Action Pathway"	"SMP0000688"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Dihydromorphine Action Pathway"	"SMP0000689"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Ketobemidone  Action Pathway"	"SMP0000690"	"Drug Action"	7	1	"HMDB0000588"	0.0788556272737854	0.00301204819277108	0.00060313630880579	4.99397590361445	8.29	0.103478530651766
"Warburg Effect"	"SMP0000654"	"Metabolic"	40	2	"HMDB0000148;HMDB0000641"	0.0792045106645957	0.00602409638554217	0.00344649319317594	1.74789156626506	2.9015	0.103527155671834
"Benzocaine Action Pathway"	"SMP0000392"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Oxycodone Action Pathway"	"SMP0000409"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Fentanyl Action Pathway"	"SMP0000415"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Escitalopram Action Pathway"	"SMP0000425"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Tramadol Action Action Pathway"	"SMP0000671"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Nalbuphine Action Pathway"	"SMP0000691"	"Drug Action"	8	1	"HMDB0000588"	0.0896027432333407	0.00301204819277108	0.000689298638635189	4.36972891566264	7.25375	0.114415810590266
"Lidocaine (Antiarrhythmic) Action Pathway"	"SMP0000328"	"Drug Action"	10	1	"HMDB0000588"	0.110723380711309	0.00301204819277108	0.000861623298293986	3.49578313253012	5.803	0.139772480593744
"Methadone Action Pathway"	"SMP0000408"	"Drug Action"	10	1	"HMDB0000588"	0.110723380711309	0.00301204819277108	0.000861623298293986	3.49578313253012	5.803	0.139772480593744
"Desipramine Action Pathway"	"SMP0000423"	"Drug Action"	10	1	"HMDB0000588"	0.110723380711309	0.00301204819277108	0.000861623298293986	3.49578313253012	5.803	0.139772480593744
"Cysteine Metabolism"	"SMP0000013"	"Metabolic"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Folate Metabolism"	"SMP0000053"	"Metabolic"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Porphyrin Metabolism"	"SMP0000024"	"Metabolic"	11	1	"HMDB0001261"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Acute Intermittent Porphyria"	"SMP0000344"	"Disease"	11	1	"HMDB0001261"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Porphyria Variegata (PV)"	"SMP0000346"	"Disease"	11	1	"HMDB0001261"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Congenital Erythropoietic Porphyria (CEP) or Gunther Disease"	"SMP0000345"	"Disease"	11	1	"HMDB0001261"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Hereditary Coproporphyria (HCP)"	"SMP0000342"	"Disease"	11	1	"HMDB0001261"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Phenytoin (Antiarrhythmic) Action Pathway"	"SMP0000327"	"Drug Action"	11	1	"HMDB0000588"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Codeine Action Pathway"	"SMP0000405"	"Drug Action"	11	1	"HMDB0000588"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Morphine Action Pathway"	"SMP0000406"	"Drug Action"	11	1	"HMDB0000588"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Imipramine Action Pathway"	"SMP0000422"	"Drug Action"	11	1	"HMDB0000588"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Fluoxetine Action Pathway"	"SMP0000426"	"Drug Action"	11	1	"HMDB0000588"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"beta-Mercaptolactate-Cysteine Disulfiduria"	"SMP0000499"	"Disease"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)-SMP0000543"	"SMP0000543"	"Disease"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Cystinosis, Ocular Nonnephropathic"	"SMP0000722"	"Disease"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Folate Malabsorption, Hereditary"	"SMP0000724"	"Disease"	11	1	"HMDB0000148"	0.12109978522415	0.00301204819277108	0.000947785628123385	3.17798466593647	5.27545454545455	0.144104403922644
"Methotrexate Action Pathway"	"SMP0000432"	"Drug Action"	12	1	"HMDB0000148"	0.131355474501023	0.00301204819277108	0.00103394795795278	2.91315261044176	4.83583333333333	0.155750062622642
"Phenylalanine and Tyrosine Metabolism"	"SMP0000008"	"Metabolic"	13	1	"HMDB0000148"	0.141491848704589	0.00301204819277108	0.00112011028778218	2.68906394810009	4.46384615384615	0.16482559217517
"Phenylketonuria"	"SMP0000206"	"Disease"	13	1	"HMDB0000148"	0.141491848704589	0.00301204819277108	0.00112011028778218	2.68906394810009	4.46384615384615	0.16482559217517
"Tyrosinemia Type 2 (or Richner-Hanhart Syndrome)"	"SMP0000369"	"Disease"	13	1	"HMDB0000148"	0.141491848704589	0.00301204819277108	0.00112011028778218	2.68906394810009	4.46384615384615	0.16482559217517
"Tyrosinemia Type 3 (TYRO3)"	"SMP0000370"	"Disease"	13	1	"HMDB0000148"	0.141491848704589	0.00301204819277108	0.00112011028778218	2.68906394810009	4.46384615384615	0.16482559217517
"Lidocaine (Local Anaesthetic) Action Pathway"	"SMP0000398"	"Drug Action"	13	1	"HMDB0000588"	0.141491848704589	0.00301204819277108	0.00112011028778218	2.68906394810009	4.46384615384615	0.16482559217517
"Glutathione Metabolism"	"SMP0000015"	"Metabolic"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"Glutathione Synthetase Deficiency"	"SMP0000337"	"Disease"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"5-Oxoprolinuria"	"SMP0000143"	"Disease"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"gamma-Glutamyltransferase Deficiency"	"SMP0000183"	"Disease"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"5-Oxoprolinase Deficiency"	"SMP0000500"	"Disease"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"gamma-Glutamyltranspeptidase Deficiency"	"SMP0000501"	"Disease"	14	1	"HMDB0000148"	0.151510291805822	0.00301204819277108	0.00120627261761158	2.49698795180723	4.145	0.172857102678807
"Citalopram Action Pathway"	"SMP0000424"	"Drug Action"	15	1	"HMDB0000588"	0.161412171770688	0.00301204819277108	0.00129243494744098	2.33052208835341	3.86866666666667	0.183523428177632
"Sarcosine Oncometabolite Pathway "	"SMP0002313"	"Disease"	17	1	"HMDB0001252"	0.180871635235233	0.00301204819277108	0.00146475960709978	2.05634301913536	3.41352941176471	0.204946699310912
"Steroid Biosynthesis"	"SMP0000023"	"Metabolic"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Smith-Lemli-Opitz Syndrome (SLOS)"	"SMP0000389"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"CHILD Syndrome"	"SMP0000387"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Desmosterolosis"	"SMP0000386"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)"	"SMP0000388"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Lysosomal Acid Lipase Deficiency (Wolman Disease)"	"SMP0000319"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Ibandronate Action Pathway"	"SMP0000079"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Alendronate Action Pathway"	"SMP0000095"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Hypercholesterolemia"	"SMP0000209"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Zoledronate Action Pathway"	"SMP0000107"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Cerivastatin Action Pathway"	"SMP0000111"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Risedronate Action Pathway"	"SMP0000112"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Pamidronate Action Pathway"	"SMP0000117"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Fluvastatin Action Pathway"	"SMP0000119"	"Drug Action"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Cholesteryl Ester Storage Disease"	"SMP0000508"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Hyper-IgD Syndrome"	"SMP0000509"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Mevalonic Aciduria"	"SMP0000510"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Wolman Disease"	"SMP0000511"	"Disease"	19	1	"HMDB0002027"	0.199880869685291	0.00301204819277108	0.00163708426675857	1.83988585922638	3.05421052631579	0.213377648667256
"Simvastatin Action Pathway"	"SMP0000082"	"Drug Action"	20	1	"HMDB0002027"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Pravastatin Action Pathway"	"SMP0000089"	"Drug Action"	20	1	"HMDB0002027"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Rosuvastatin Action Pathway"	"SMP0000092"	"Drug Action"	20	1	"HMDB0002027"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Lovastatin Action Pathway"	"SMP0000099"	"Drug Action"	20	1	"HMDB0002027"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Atorvastatin Action Pathway"	"SMP0000131"	"Drug Action"	20	1	"HMDB0002027"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Nicotine Action Pathway"	"SMP0000431"	"Drug Action"	20	1	"HMDB0000588"	0.209219906081877	0.00301204819277108	0.00172324659658797	1.74789156626506	2.9015	0.219119901637802
"Histidine Metabolism"	"SMP0000044"	"Metabolic"	24	1	"HMDB0000148"	0.245501776121238	0.00301204819277108	0.00206789591590557	1.45657630522088	2.41791666666667	0.255506550696712
"Histidinemia"	"SMP0000191"	"Disease"	24	1	"HMDB0000148"	0.245501776121238	0.00301204819277108	0.00206789591590557	1.45657630522088	2.41791666666667	0.255506550696712
"Propanoate Metabolism"	"SMP0000016"	"Metabolic"	25	1	"HMDB0000148"	0.254309871002485	0.00301204819277108	0.00215405824573496	1.39831325301205	2.3212	0.26139590455983
"Malonic Aciduria"	"SMP0000198"	"Disease"	25	1	"HMDB0000148"	0.254309871002485	0.00301204819277108	0.00215405824573496	1.39831325301205	2.3212	0.26139590455983
"Methylmalonic Aciduria Due to Cobalamin-Related Disorders"	"SMP0000201"	"Disease"	25	1	"HMDB0000148"	0.254309871002485	0.00301204819277108	0.00215405824573496	1.39831325301205	2.3212	0.26139590455983
"Malonyl-CoA Decarboxylase Deficiency"	"SMP0000502"	"Disease"	25	1	"HMDB0000148"	0.254309871002485	0.00301204819277108	0.00215405824573496	1.39831325301205	2.3212	0.26139590455983
"Methionine Metabolism"	"SMP0000033"	"Metabolic"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Cystathionine beta-Synthase Deficiency"	"SMP0000177"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Hypermethioninemia"	"SMP0000341"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"S-Adenosylhomocysteine (SAH) Hydrolase Deficiency"	"SMP0000214"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Glycine N-Methyltransferase Deficiency"	"SMP0000222"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)-SMP0000340"	"SMP0000340"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Methionine Adenosyltransferase Deficiency"	"SMP0000221"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type"	"SMP0000570"	"Disease"	27	1	"HMDB0000050"	0.27161968882441	0.00301204819277108	0.00232638290539376	1.29473449352967	2.14925925925926	0.27244029211391
"De Novo Triacylglycerol Biosynthesis"	"SMP0015896"	"Metabolic"	10222	63	"HMDB0007099;HMDB0005384;HMDB0005425;HMDB0005434;HMDB0005438;HMDB0007127;HMDB0010432;HMDB0007182;HMDB0010439;HMDB0010442;HMDB0010443;HMDB0007211;HMDB0007506;HMDB0007014;HMDB0007118;HMDB0007154;HMDB0007171;HMDB0007367;HMDB0007614;HMDB0007042;HMDB0007197;HMDB0007226;HMDB0007394;HMDB0007395;HMDB0007411;HMDB0007449;HMDB0007450;HMDB0007466;HMDB0007641;HMDB0007642;HMDB0007827;HMDB0007841;HMDB0007839;HMDB0007282;HMDB0007669;HMDB0007665;HMDB0007678;HMDB0007690;HMDB0007697;HMDB0007725;HMDB0007311;HMDB0007324;HMDB0007339;HMDB0007535;HMDB0007542;HMDB0007587;HMDB0007581;HMDB0007748;HMDB0007754;HMDB0007782;HMDB0007775;HMDB0007198;HMDB0007227;HMDB0007254;HMDB0007422;HMDB0007438;HMDB0007439;HMDB0007478;HMDB0007479;HMDB0007495;HMDB0007691;HMDB0007718;HMDB0007747"	0.999999999996555	0.189759036144578	0.880751335516112	0.215451318087847	0.357649188025827	0.999999999996555
